Date,Close,High,Low,Open,Volume
13-05-15,2268.215576,2280.610197,2255.820956,2255.820956,68930000
15-05-15,2235.163574,2276.478982,2214.50587,2268.215901,102469000
18-05-15,2247.557861,2251.689402,2235.163241,2247.557861,43827000
19-05-15,2255.820801,2288.87312,2239.294641,2251.689261,52107000
20-05-15,2293.004883,2317.794125,2264.084101,2276.478721,58482500
21-05-15,2334.320557,2375.635965,2297.136689,2305.399771,63650000
22-05-15,2371.503906,2396.293146,2330.188507,2354.977747,63902500
25-05-15,2363.240723,2375.635342,2354.977643,2371.503802,39425000
26-05-15,2371.503906,2396.293146,2338.451587,2346.714667,117738500
27-05-15,2354.977783,2379.767023,2354.977783,2371.503943,79384000
28-05-15,2338.451904,2354.978066,2321.925742,2330.188823,36940000
29-05-15,2334.320557,2363.241342,2326.057475,2350.84672,111287500
01-06-15,2334.320557,2334.320557,2305.399771,2313.662853,24317000
03-06-15,2247.557861,2317.794044,2226.90016,2313.662504,159175000
04-06-15,2251.689697,2272.347401,2231.031994,2231.031994,58319500
05-06-15,2255.820801,2264.083881,2222.768481,2222.768481,48272000
08-06-15,2243.426025,2247.557565,2214.505248,2231.031406,86888000
09-06-15,2197.97998,2235.163852,2156.664567,2214.506146,131941500
10-06-15,2202.111084,2247.558029,2156.664139,2197.979543,82218000
11-06-15,2206.242676,2226.900379,2173.190351,2214.505757,64210500
12-06-15,2189.716064,2197.979144,2169.058366,2177.321445,77427500
15-06-15,2197.97998,2202.111522,2185.585357,2197.97998,44849000
16-06-15,2206.242676,2226.900379,2173.190351,2193.848054,67394000
17-06-15,2268.215576,2284.741737,2222.768634,2231.031714,69230000
18-06-15,2251.689697,2264.084319,2231.031994,2264.084319,29546500
19-06-15,2264.083984,2284.741685,2251.689364,2251.689364,70895500
22-06-15,2268.215576,2280.610197,2255.820956,2264.084036,36878000
23-06-15,2259.952637,2272.347258,2259.952637,2268.215718,41165500
24-06-15,2251.689697,2276.478942,2251.689697,2255.821238,58809500
25-06-15,2226.900146,2264.084008,2206.242446,2251.689387,82101000
26-06-15,2239.295166,2272.347493,2197.979757,2222.769002,65003500
29-06-15,2231.03125,2239.294329,2202.110475,2214.505093,50187000
30-06-15,2231.03125,2272.346644,2231.03125,2251.688947,69145000
01-07-15,2231.03125,2255.820486,2231.03125,2247.557407,35987500
02-07-15,2247.557861,2268.215562,2206.242459,2226.90016,54548500
03-07-15,2251.689697,2255.821238,2231.031994,2231.031994,22845500
06-07-15,2247.557861,2255.820942,2231.031701,2243.426321,45003000
07-07-15,2181.453125,2251.689305,2181.453125,2235.163145,64968500
08-07-15,2202.111084,2222.768786,2164.92722,2214.505705,74970000
09-07-15,2189.716064,2189.716064,2156.663746,2173.189905,58611000
10-07-15,2197.97998,2214.506146,2189.716898,2189.716898,42836500
13-07-15,2231.03125,2239.294329,2197.978935,2197.978935,53040500
14-07-15,2247.557861,2255.820942,2231.031701,2239.294781,41833500
15-07-15,2231.03125,2231.03125,2214.505093,2226.899711,61445000
22-07-15,2239.295166,2243.426707,2193.848216,2243.426707,89975500
23-07-15,2272.34668,2297.135916,2235.162825,2247.557443,37129500
24-07-15,2268.215576,2276.478657,2247.557875,2276.478657,19026000
27-07-15,2222.768311,2235.162929,2181.452914,2231.03139,64015500
28-07-15,2148.400391,2185.584244,2131.874234,2181.452704,112963500
29-07-15,2123.611328,2173.189803,2090.559012,2148.400565,81937500
30-07-15,2115.348633,2169.058657,2115.348633,2127.743254,46801000
31-07-15,2164.927002,2173.190082,2123.611601,2140.137761,115876500
