epoch,loss,mae,mse,val_loss,val_mae,val_mse
25,0.000532844103872776,0.016562078148126602,0.000532844103872776,0.0005330832209438086,0.01771659404039383,0.0005330832209438086
26,0.0005378967616707087,0.01688939519226551,0.0005378967616707087,0.0006211834843270481,0.019501077011227608,0.0006211834843270481
27,0.000555131584405899,0.017114702612161636,0.000555131584405899,0.0008021395187824965,0.0227240938693285,0.0008021395187824965
28,0.00055844453163445,0.017096471041440964,0.00055844453163445,0.0005226704524829984,0.01754053123295307,0.0005226704524829984
29,0.000548983458429575,0.017052991315722466,0.000548983458429575,0.0006611300050280988,0.020120766013860703,0.0006611300050280988
30,0.0005210275412537158,0.016489753499627113,0.0005210275412537158,0.000605147157330066,0.019184259697794914,0.000605147157330066
31,0.0005079132970422506,0.01607266440987587,0.0005079132970422506,0.000571395386941731,0.01848362572491169,0.000571395386941731
32,0.0005136311519891024,0.016302088275551796,0.0005136311519891024,0.0005240141181275249,0.017501313239336014,0.0005240141181275249
33,0.0005192637909203768,0.016755850985646248,0.0005192637909203768,0.0005523079889826477,0.018056364730000496,0.0005523079889826477
34,0.0005087719182483852,0.01631903275847435,0.0005087719182483852,0.0005797205958515406,0.018470555543899536,0.0005797205958515406
35,0.000508612603880465,0.0162347462028265,0.000508612603880465,0.0009331653127446771,0.02481851354241371,0.0009331653127446771
36,0.0005677134613506496,0.017448866739869118,0.0005677134613506496,0.0006534457206726074,0.0200039129704237,0.0006534457206726074
37,0.0004977391217835248,0.01605449616909027,0.0004977391217835248,0.0005195946432650089,0.01739415153861046,0.0005195946432650089
38,0.0005018837400712073,0.01615481823682785,0.0005018837400712073,0.0007167523144744337,0.021453099325299263,0.0007167523144744337
39,0.000517824140843004,0.016587283462285995,0.000517824140843004,0.0005349711864255369,0.017710769549012184,0.0005349711864255369
40,0.0005149203352630138,0.0164965707808733,0.0005149203352630138,0.0006990034598857164,0.02099381946027279,0.0006990034598857164
41,0.0005032725166529417,0.016227805987000465,0.0005032725166529417,0.0005331633728928864,0.017591362819075584,0.0005331633728928864
42,0.000494683685246855,0.016171911731362343,0.000494683685246855,0.0006172484718263149,0.019329069182276726,0.0006172484718263149
43,0.000489988480694592,0.01598946936428547,0.000489988480694592,0.000502274779137224,0.017028771340847015,0.000502274779137224
44,0.00047644181177020073,0.01571572944521904,0.00047644181177020073,0.0005949566257186234,0.018966365605592728,0.0005949566257186234
45,0.0004928470589220524,0.01598377339541912,0.0004928470589220524,0.0004871811543125659,0.01663484238088131,0.0004871811543125659
46,0.0005010218010284007,0.016260096803307533,0.0005010218010284007,0.000493177562020719,0.016708556562662125,0.000493177562020719
47,0.00046676534111611545,0.01548642385751009,0.00046676534111611545,0.0005435021012090147,0.017824169248342514,0.0005435021012090147
48,0.0004932692390866578,0.0161521565169096,0.0004932692390866578,0.0005256415461190045,0.017460254952311516,0.0005256415461190045
49,0.00048437199438922107,0.015945710241794586,0.00048437199438922107,0.0005415974883362651,0.017932018265128136,0.0005415974883362651
