epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.014885847456753254,0.0759577602148056,0.014885847456753254,0.001971507677808404,0.03512858599424362,0.001971507677808404
1,0.0015328724402934313,0.029180487617850304,0.0015328724402934313,0.0015443378360942006,0.03095516934990883,0.0015443378360942006
2,0.0012392551871016622,0.026019655168056488,0.0012392551871016622,0.0012898554559797049,0.028142020106315613,0.0012898554559797049
3,0.0012087487848475575,0.02582458406686783,0.0012087487848475575,0.0013333003735169768,0.02872476726770401,0.0013333003735169768
4,0.0010592762846499681,0.0238740686327219,0.0010592762846499681,0.0010324488393962383,0.025108538568019867,0.0010324488393962383
5,0.0009965570643544197,0.023195302113890648,0.0009965570643544197,0.001095729530788958,0.02588147670030594,0.001095729530788958
6,0.0009011947549879551,0.02180810272693634,0.0009011947549879551,0.0008968489128164947,0.023548763245344162,0.0008968489128164947
7,0.0008640529704280198,0.021502777934074402,0.0008640529704280198,0.0008392718737013638,0.022743666544556618,0.0008392718737013638
8,0.0008207387872971594,0.021020090207457542,0.0008207387872971594,0.0011479425011202693,0.027645068243145943,0.0011479425011202693
9,0.0008515369845554233,0.02149922214448452,0.0008515369845554233,0.0007601781981065869,0.021465029567480087,0.0007601781981065869
10,0.0007538410136476159,0.01996549777686596,0.0007538410136476159,0.00071125099202618,0.02091173641383648,0.00071125099202618
11,0.000736539950594306,0.019714239984750748,0.000736539950594306,0.0007415075087919831,0.021485308185219765,0.0007415075087919831
12,0.0007049699197523296,0.01930512674152851,0.0007049699197523296,0.0006672603194601834,0.02029227837920189,0.0006672603194601834
13,0.0007226813468150795,0.019450785592198372,0.0007226813468150795,0.0006923535838723183,0.0207358431071043,0.0006923535838723183
14,0.0006756111397407949,0.019045690074563026,0.0006756111397407949,0.0006380907143466175,0.019703537225723267,0.0006380907143466175
15,0.0006662384257651865,0.018747743219137192,0.0006662384257651865,0.0006108512170612812,0.019362809136509895,0.0006108512170612812
16,0.0006648863782174885,0.018787065520882607,0.0006648863782174885,0.0009171880083158612,0.024049248546361923,0.0009171880083158612
17,0.0007498491904698312,0.020426040515303612,0.0007498491904698312,0.000625595566816628,0.019427860155701637,0.000625595566816628
18,0.0006055262056179345,0.01781676709651947,0.0006055262056179345,0.0005811506998725235,0.018717948347330093,0.0005811506998725235
19,0.0006307637086138129,0.018314752727746964,0.0006307637086138129,0.000799280300270766,0.0223519429564476,0.000799280300270766
20,0.0005878917872905731,0.01736150123178959,0.0005878917872905731,0.0006220911163836718,0.019389966502785683,0.0006220911163836718
21,0.0005685295327566564,0.01717625930905342,0.0005685295327566564,0.0005764241213910282,0.018562758341431618,0.0005764241213910282
22,0.0005537977558560669,0.016820937395095825,0.0005537977558560669,0.000672444177325815,0.020222030580043793,0.000672444177325815
23,0.0005464054411277175,0.016897082328796387,0.0005464054411277175,0.0006783173303119838,0.020392198115587234,0.0006783173303119838
24,0.000578599632717669,0.01765153557062149,0.000578599632717669,0.0005471096956171095,0.018023747950792313,0.0005471096956171095
